Temp,Soc,C_1,R_0,R_1,Cluster
20,0,11140.809708862193,0.0135946160472031,0.0140893483098551,1
20,20,13364.479789579962,0.0144504851072353,0.0199625594780153,1
25,40,11751.82587775115,0.0115306122448979,0.0143877551020408,1
25,30,14245.6387077382,0.0111635459481402,0.0172020094382706,1
25,20,11457.56581336017,0.0118636199515139,0.0150616392427914,1
25,10,11305.34809853696,0.0121631169879882,0.0166044211163823,1
25,50,14638.52002527817,0.0111526065380876,0.0116641939939631,1
25,40,12860.05054195408,0.0114829566027001,0.0137588579113432,1
25,30,14611.72271440078,0.0115694930735272,0.0163901151874966,1
25,20,14132.85345291803,0.0115939055045402,0.0153901400502743,1
25,10,12366.29464419101,0.0120077337946474,0.0168413554492723,1
25,50,13558.38431847192,0.0106995884773661,0.0121399176954732,1
25,40,12892.56302620525,0.0116578974517694,0.013875992984628,1
25,30,15172.46193256561,0.0117094836723363,0.0162519557866047,1
25,20,15492.03492337996,0.0123099203475742,0.0146891486500466,1
25,10,11234.96072315096,0.0119897959183673,0.016530612244898,1
25,50,12899.3896637417,0.0109812256464755,0.0110824350994381,1
25,40,11804.6567644375,0.0113277815134744,0.0141726581492784,1
25,30,15409.78405283123,0.0117857142857141,0.0163265306122449,1
25,20,11321.89390753446,0.0123105570785704,0.0136554078518594,1
25,10,10972.8205531451,0.0120621782577973,0.0165034823861916,1
25,40,11024.74335104669,0.0112446484757827,0.0140300201165728,1
25,30,13866.57819469156,0.0114829566027001,0.0169140847255986,1
25,20,10600.29952583059,0.0116326530612245,0.0139285714285714,1
25,10,11142.8299760929,0.0135197183817152,0.0146421100964236,1
25,60,19321.64923289325,0.01059670781893,0.0129629629629629,1
25,50,14638.52002527817,0.0111526065380876,0.0116641939939631,1
25,60,19489.44708625736,0.0109747217309892,0.0126911474045563,1
25,50,13558.38431847192,0.0106995884773661,0.0121399176954732,1
25,60,18230.79918544296,0.010699505400222,0.0114565458766528,1
25,50,12899.3896637417,0.0109812256464755,0.0110824350994381,1
30,0,13670.965302047392,0.0099510932096745,0.010634837778084,1
30,10,12734.187683651757,0.0103788855496117,0.0127749120782574,1
30,20,15893.233768464946,0.0104487033488845,0.0149994626187529,1
30,30,15151.32427555595,0.0106573846473076,0.0131959058652681,1
30,40,15778.581428293312,0.0109326054269832,0.0143242784406645,1
30,50,14611.322527367329,0.013399687365351,0.0267873919330665,1
35,0,14423.149979420636,0.0088902398967307,0.0095227489314197,1
35,10,12966.895552000024,0.0092006156661009,0.0115422888238441,1
35,20,17109.859752028366,0.0094165657997678,0.0133842317667153,1
35,30,16608.49715455918,0.0093922873600726,0.0113448357494988,1
35,40,19921.62836796031,0.0098116619536321,0.0119897606111448,1
35,50,23033.484553408576,0.0114288195714945,0.0218858981764603,1
40,50,14808.43219271184,0.0078189300411523,0.0085905349794239,1
40,40,13999.40059975458,0.0081632653061224,0.0100510204081632,1
40,30,17149.06868166847,0.0084641428131732,0.0119523956089053,1
40,20,16565.03398071957,0.0080971659919028,0.0092611336032388,1
40,10,10131.78311419733,0.0087719298245613,0.0086180363188673,1
40,0,33223.97307683689,0.0089138987102236,0.0173298142522782,1
40,50,14402.79034296434,0.0076950700251373,0.0085158774944852,1
40,40,12892.54404704449,0.0078571428571428,0.0105102040816326,1
40,30,20815.01163300932,0.0082934771547776,0.0119059733387606,1
40,20,15822.87628461526,0.0081412506996387,0.0092097898539663,1
40,10,41591.06900628523,0.0086032388663968,0.0106275303643723,1
40,0,29718.91555059472,0.0099929342888866,0.0160492581003331,1
40,50,16314.78143470547,0.0079741596850712,0.0081255677803573,1
40,40,12706.86561424581,0.0080466291845052,0.0103677722184967,1
40,30,17015.37689209756,0.0083956647840024,0.011448633796367,1
40,20,21809.0998353524,0.0081431535269709,0.0100103734439834,1
40,10,20471.17380239939,0.0086969867498849,0.0097201616616359,1
40,0,31424.05111091787,0.0094670223338039,0.0175741409069513,1
30,50,13001.023274764142,0.0088552361674533,0.0104086099547504,1
35,50,14010.064023076062,0.0082052239625336,0.0094504964503372,1
40,60,27306.61504260833,0.0076115086010046,0.0093367838838991,1
40,50,14808.43219271184,0.0078189300411523,0.0085905349794239,1
40,60,18562.87706111831,0.0078272880748963,0.0081853992940093,1
40,50,14402.79034296434,0.0076950700251373,0.0085158774944852,1
40,60,20378.6183830878,0.0080541732929769,0.0084132765608167,1
40,50,16314.78143470547,0.0079741596850712,0.0081255677803573,1
